id,X,Y
7,-143.81631849845877,-140.56099957904766
7,-143.39284614772384,-140.60557561596713
7,-142.95265778314413,-140.63900764365673
7,-142.57151158040162,-140.62803329367338
7,-142.3232707453072,-140.70104530399527
7,-141.8998010854403,-140.53676828077104
7,-141.62600604673324,-140.45645506941696
7,-141.2755483971882,-140.3834430590951
7,-141.13682557757662,-140.35058765445024
7,-140.7170065182258,-140.28487684516054
7,-140.4030548738417,-140.23376843793523
7,-140.0197418196518,-140.17170822916162
7,-139.66563356959068,-140.10964802038802
7,-139.32247712107784,-140.04393721109835
7,-138.9756700720489,-139.98552760284085
7,-138.69457383230966,-139.93076859509944
7,-138.2309475667657,-139.90156379097067
7,-137.80382730638271,-139.8833107883902
8,-179.04810367868095,-142.97924958192863
8,-178.55776727256682,-142.86780948963
8,-178.05628685722286,-142.7730854111761
8,-177.2706342065173,-142.56134923580865
8,-176.75800978194343,-142.51677319888918
8,-176.60756565734022,-142.46105315273985
9,-173.50953109143742,-141.74226455741348
9,-173.07491473147263,-141.67540050203428
9,-172.43970620537027,-141.61410845127
9,-171.8546457208023,-141.5806764235804
9,-171.27515724084924,-141.55281640050575
9,-170.70124076551113,-141.52495637743107
9,-170.19418834555222,-141.57510441896548
9,-169.40853569484665,-141.39122826667267
9,-169.01849537180132,-141.31879220667855
9,-168.67860309029038,-141.3800842574428
9,-167.8260863842056,-141.6363964697298
9,-166.711685461219,-141.7422645574135
9,-166.35507716586326,-141.71440453433883
9,-165.75887267206542,-141.7924125989479
9,-165.0345120721241,-141.88156467278682
9,-164.61661172600412,-141.92056870509137
9,-163.6860869553103,-141.68654451126417
9,-162.78899421230602,-141.6921165158791
9,-161.5910132200954,-141.74783656202843
9,-160.92794467091835,-141.78126858971802
9,-160.47104029249385,-141.7311205481836
9,-160.0308519279141,-141.77569658510308
9,-159.4680794618059,-141.86763466124947
10,-173.42595102221338,-141.64475447665217
10,-173.0972027499323,-141.52774237973856
10,-172.7405944545766,-141.35501023667564
10,-172.4731382330598,-141.28257417668152
10,-172.10538592847422,-141.4163022874399
10,-171.45903339314197,-141.27700217206657
10,-171.09685309317132,-141.14884606592312
10,-170.5730846593676,-141.2324261351471
10,-169.44196772253616,-141.02068995977965
10,-168.96834733026685,-141.0318339690095
10,-168.71203511797992,-141.24357014437697
10,-168.4055748641586,-141.40515827821002
10,-168.02667855034315,-141.52217037512364
10,-167.72579030113678,-141.58903443050283
10,-167.43604606116025,-141.62246645819243
10,-167.16858983964346,-141.57789042127297
10,-166.81755354890268,-141.54445839358337
10,-166.40522520739762,-141.37172625052042
10,-165.98732486127764,-141.35501023667564
10,-165.5137044690083,-141.28257417668152
10,-165.26296426133632,-141.27700217206657
10,-164.97879202597474,-141.21013811668738
10,-164.58875170292941,-141.17113408438286
10,-164.40487555063663,-141.18227809361272
10,-163.9814031999017,-141.0986980243887
10,-163.64151091839076,-141.07641000592898
10,-163.34619467379932,-141.08755401515884
10,-162.95336834844656,-141.13770205669326
10,-162.59676005309086,-141.18785009822764
10,-162.32373182695912,-141.21571012130232
10,-161.46842911856686,-141.38565626205778
10,-161.08674680244394,-141.43023229897724
10,-160.75521252785543,-141.42466029436233
10,-160.41253424403703,-141.3995862735951
10,-160.1980120663621,-141.38287025975032
10,-159.90548182407812,-141.35501023667564
10,-159.54330152410748,-141.41351628513246
10,-159.2145532518264,-141.47759433820417
10,-158.60999075110618,-141.51659837050872
10,-158.05279028961286,-141.97350274893324
10,-157.42872577274034,-142.23260096352763
10,-156.92724535739637,-142.27996300275456
10,-156.51213101358385,-142.4025471042831
10,-155.8657784782516,-142.54741922427135
10,-155.52031419212574,-142.5195592011967
10,-155.07176782062362,-142.53070321042657
11,-179.25426784943346,-143.0015376003884
11,-180.20708063858703,-143.19655776191107
11,-181.293621538499,-143.7537582234044
11,-181.7616699261534,-143.98778241723159
11,-182.53060656301415,-144.17723057413932
11,-183.26611117218533,-144.40011075873664
11,-183.8678876705981,-144.54498287872488
11,-184.4863801828557,-144.81243910024168
11,-184.8429884782114,-145.0018872571494
11,-185.32218087509565,-145.2526274648214
11,-186.10783352580123,-145.38635557557978
11,-186.64274596883482,-145.58137573710246
11,-187.15537039340865,-145.6705278109414
11,-187.48411866568972,-145.84883195861926
11,-187.82958295181558,-146.0048480878374
11,-188.53722753791206,-146.4116044247275
11,-189.04985196248592,-146.6121965908651
11,-189.86336463626617,-146.69577666008908
11,-191.12820968385597,-146.8183607616176
11,-192.209178579153,-146.97437689083574
11,-193.0672672898527,-147.1359650246688
11,-193.73033583902978,-147.40342124618556
11,-194.42126441128147,-147.70430949539195
11,-194.7778727066372,-147.84918161538022
12,-200.28579926849866,-145.8126139286222
12,-199.64501873778136,-145.75132187785795
12,-199.2661224239659,-145.7123178455534
12,-198.85936608707578,-145.63430978094433
12,-198.4916137824902,-145.55072971172035
12,-198.1238614779046,-145.46714964249634
13,-200.35266332387792,-148.2461869441943
13,-200.97115583613552,-148.27404696726896
13,-201.35005214995098,-148.2796189718839
13,-201.7233764591515,-148.32419500880337
13,-202.0576967360475,-148.4467791103319
13,-202.4978851006272,-148.5637912072455
13,-202.8990694329024,-148.62508325800977
13,-203.21110169133865,-148.69194731338894
13,-203.58442600053917,-148.71423533184867
13,-204.08590641588316,-148.74209535492335
13,-204.58181482661223,-148.6808033041591
13,-205.06100722349646,-148.66408729031428
13,-205.45661955115673,-148.66965929492923
13,-205.98595998957538,-148.60279523955003
13,-206.32585227108632,-148.4969271518663
13,-206.8440487002751,-148.4467791103319
13,-207.26194904639507,-148.40777507802738
13,-207.55726529098655,-148.3130509995735
13,-207.94173360941693,-148.22389892573457
13,-208.54908211244464,-147.98430272729246
13,-208.9446944401049,-147.85614662114898
13,-209.27344271238596,-147.72799051500553
13,-209.57433096159235,-147.58869039963218
13,-209.84735918772407,-147.43267427041405
13,-210.14267543231554,-147.29894615965566
14,-119.67003649964552,-118.64212642505436
14,-118.79523177510102,-119.02102273886982
14,-118.0708711751597,-119.10460280809382
14,-117.70869087518903,-119.18818287731781
14,-117.22949847830479,-119.5225031542138
14,-116.75587808603547,-119.81781939880526
14,-116.09280953685843,-120.40287988337325
14,-115.76406126457736,-120.60347204951084
14,-115.46317301537097,-120.65919209566017
14,-114.93383257695231,-120.79292020641856
14,-114.51593223083233,-121.08266444639509
14,-113.96987577856888,-121.29997262637748
14,-113.13964709094382,-121.58414486173908
14,-112.52115457868625,-121.7903090324916
14,-111.7577899464404,-121.92960914786494
14,-111.41511166262198,-122.10234129092787
14,-110.82447917343906,-122.15527533476973
14,-110.38150480655187,-122.18592136015187
14,-109.93017243274228,-122.1413453232324
14,-109.6961482389151,-122.09676928631293
16,-60.11645117523971,-139.8408179825677
16,-59.631686773740526,-139.7739539271885
16,-59.1079183399368,-139.71823388103917
16,-58.43370578152989,-139.82410196872289
16,-58.13838953693843,-139.93554206102155
16,-57.54218504314058,-139.94668607025142
16,-57.03513262318166,-140.00240611640075
16,-56.75096038782007,-139.89653802871703
16,-56.46678815245848,-139.82410196872289
16,-56.00988377403395,-139.80181395026315
16,-55.38581925716144,-139.85196199179757
16,-54.78961476336359,-139.9076820379469
16,-54.05968215880734,-139.94668607025142
16,-53.29074552194656,-139.96897408871115
16,-52.56638492200525,-140.03026613947543
16,-51.56899609593221,-140.1305622225442
17,-46.81607615939421,-140.5094585363596
17,-46.37031579019955,-140.55403457327907
17,-45.82983134255103,-140.56517858250893
17,-45.27820288567265,-140.56517858250893
17,-44.5148382534268,-140.54846256866412
17,-43.74032961195109,-140.58746660096867
17,-43.2221331827623,-140.5428905640492
17,-42.74294078587805,-140.4593104948252
18,-46.10564557099022,-140.80198877864353
18,-45.6905312271777,-140.78248676249126
18,-45.283774890287575,-140.78248676249126
18,-44.796224486480924,-140.77691475787634
18,-44.42011417497293,-140.77412875556888
18,-43.804407665022815,-140.75184073710915
18,-43.333573275060964,-140.72676671634193
20,-31.947181844445005,-139.69315986027192
20,-31.490277466020483,-139.76002391565112
20,-31.11695315681996,-139.9104680402543
20,-30.621044746090906,-140.0107641233231
20,-30.12513633536185,-139.98290410024845
20,-29.478783800029603,-139.93275605871403
20,-28.642983107789625,-139.87146400794978
20,-28.096926655526175,-139.8101719571855
20,-27.472862138653657,-139.82131596641537
20,-26.72621352025261,-139.83803198026018
20,-26.26930914182809,-140.0441961510127
20,-25.51708851881211,-140.2782203448399
20,-25.06575614500252,-140.41752046021324
20,-23.689471005114022,-140.77970076018389
20,-22.79237826210978,-140.90228486171242
20,-22.28532584215086,-141.14745306476948
20,-21.872997500645802,-141.38147725859668
20,-21.36037307607195,-141.50963336474013
20,-20.647156485360505,-141.59321343396414
20,-20.10110003309705,-141.60992944780892
20,-19.566187590063464,-141.58206942473427
20,-18.897547036271483,-141.4873453462804
20,-18.2623385101691,-141.39262126782654
20,-17.59369795637712,-141.32575721244734
20,-16.869337356435807,-141.14188106015456
20,-16.278704867252888,-140.8632808294079
20,-15.637924336535571,-140.55124857097164
20,-14.969283782743588,-140.1779242617711
20,-13.286538389033772,-140.33951239560415
20,-11.999405322984206,-140.50667253405214
20,-10.890576404612503,-140.40637645098334
20,-9.631303361637602,-140.3172243771444
20,-8.806646678627493,-140.21692829407561
20,-7.9931340048472475,-139.94947207255882
20,-7.1851933356819355,-139.42013163414018
20,-5.223847711225453,-139.14710340800843
20,-4.265462917456945,-139.00223128802017
20,-3.173350012930042,-138.72920306188846
20,-1.992085034564207,-138.57875893728527
20,-0.7885320377386389,-138.42831481268206
20,-0.025167405492792838,-138.37816677114768
20,1.8414541405098244,-138.60661896035992
20,2.8834190035023304,-138.96322725571565
20,3.5966355942137773,-139.1916794449279
20,4.3990042587641565,-139.40341562029536
20,5.006352761791874,-139.43127564337004
20,5.819865435572119,-139.14153140339351
20,7.614050921580601,-138.87407518187666
20,10.405625233662127,-139.01894730186493
20,11.291573967436502,-139.10252737108894
20,12.47841095041727,-139.2473994910772
20,14.12215231182256,-139.52599972182384
20,15.008101045596938,-139.7544519110361
20,16.18379401934784,-139.62629580489264
20,17.069742753122213,-139.28640352338172
20,17.81081936690833,-139.07466734801426
20,18.635476049918438,-138.56761492805535
20,18.992084345274165,-138.26672667884884
21,30.971894267380506,-137.54793808352247
21,31.41765463657516,-137.53122206967768
21,32.242311319585276,-137.58694211582701
21,32.91095187337726,-137.63151815274648
21,33.46258033025564,-137.7373862404302
21,34.532405216322815,-138.004842461947
21,34.97259358090253,-138.22772264654432
21,35.67466616238411,-138.55089891421045
21,36.63305095615262,-138.71805905265845
21,37.15124738534141,-138.7793511034227
21,37.831031948363254,-138.70691504342858
21,38.533104529844834,-138.58433094190005
21,39.09030499133816,-138.54532690959553
21,39.49706132822828,-138.68462702496885
21,40.14898586817546,-138.7793511034227
21,40.695042320438915,-138.9130792141811
21,41.34139485577116,-139.02451930647976
21,42.11033149263194,-138.89079119572136
21,42.67310395874019,-138.7124870480435
21,43.43646859098604,-138.6790550203539
21,45.52597032158598,-138.4338868172968
21,47.264435761445135,-138.44503082652668
21,47.92193230600725,-138.6344789834344
21,48.69086894286803,-138.77935110342267
21,49.85541790738907,-139.2362554818472
21,50.429334382727184,-139.29197552799653
21,51.443439222645026,-139.21953946800244
21,52.03964371644288,-139.25297149569204
21,52.89216042252766,-139.2473994910771
21,53.360208810182044,-139.08581135724404
21,53.79482517014684,-138.87407518187658
21,54.44674971009402,-138.75149108034805
21,54.94265812082307,-138.81278313111233
21,55.77288680844811,-139.09138336185896
21,56.04034302996491,-139.3811276018355
21,56.73127160221662,-139.69315986027175
21,57.126883929876875,-139.86031999871975
21,57.57821630368647,-140.005192118708
21,58.30257690362778,-139.77673992949576
21,58.73162125897763,-139.47027967567442
21,59.171809623557344,-139.34212356953097
21,59.80144614504479,-139.3644115879907
21,60.52023474037117,-139.50371170336402
21,61.30031538646182,-139.67644384642696
21,62.1026840510122,-139.85474799410483
21,62.67102852173538,-140.01633612793788
21,63.2449449970735,-140.06091216485734
21,63.830005481641486,-139.97733209563333
21,64.34262990621534,-139.82688797103015
21,64.79953428463986,-139.78788393872563
21,65.36787875536304,-139.81574396180028
21,66.14795940145369,-139.7655959202659
21,66.7720239183262,-139.78788393872563
21,67.22335629213579,-139.8045999525704
21,67.90871285977258,-139.74887990642108
21,68.58849742279442,-139.62072380027763
21,68.86709765354108,-139.60957979104776
21,69.68618233193625,-139.49813969874907
21,70.33810687188343,-139.5371437310536
21,71.11818751797408,-139.5538597448984
21,72.01528026097832,-139.52599972182372
21,72.8677969670631,-139.54271573566854
21,73.52529351162521,-139.46470767105947
21,74.49482231462358,-139.14153140339334
21,75.39748706224276,-138.94651124187067
21,76.1608516944886,-138.88521919110642
21,76.96879236365392,-138.68462702496882
21,77.75444501435949,-138.38931078037734
21,78.95242600657012,-138.1274265634755
21,79.50962646806343,-137.98812644810218
21,80.32313914184368,-137.98255444348723
21,81.01406771409539,-138.05499050348138
21,81.74400031865164,-138.21657863731443
21,82.58537301550655,-138.15528658655018
21,83.32087762467773,-138.13857057270536
21,83.95608615078011,-138.10513854501576
21,85.02591103684728,-138.0939945357859
21,85.69455159063926,-138.25558266961897
21,86.48020424134484,-138.31687472038323
21,87.55560113202695,-138.21657863731443
21,88.64771403655385,-137.68166619428087
21,89.55037878417303,-137.5367940742926
21,90.57562763332074,-137.37520594045952
21,91.65659652861777,-137.27490985739072
21,92.60383731315642,-137.0966057097129
21,94.36459077147532,-136.8291494881961
21,95.36197959754836,-136.26637702208782
21,95.81888397597288,-136.0769288651801
21,96.76612476051153,-135.83176066212303
21,97.5517774112171,-135.7203205698244
21,98.476730177296,-135.7203205698244
21,99.68028317412157,-135.7258925744393
21,100.16504757562076,-135.76489660674386
22,68.76122956585736,-152.37225636155213
22,69.06211781506376,-152.33325232924759
22,69.37415007350002,-152.3583263500148
22,69.67503832270641,-152.3165363154028
22,69.90627651422614,-152.23017024387133
22,70.1848767449728,-152.21345423002654
22,70.53591303571359,-152.07136811234574
22,70.78665324338559,-151.99614605004413
22,70.98167340490824,-151.9069939762052
22,71.24912962642503,-151.84570192544095
22,71.52494385486423,-151.72590382621988
22,71.75618204638396,-151.66461177545563
22,72.06821430482022,-151.63117974776603
22,72.31338250787728,-151.57824570392415
22,72.628200768621,-151.52252565777482
22,72.90680099936766,-151.48630762777776
22,73.13803919088738,-151.42501557701348
22,73.38877939855938,-151.36372352624923
22,73.53086551624017,-151.3497935147119
22,73.65623562007617,-151.2411394247207
